sentiment,content
happiness,Itï¿½s NO voting vs anything - simple but true: yr *Stronger* cover is the BEST - w/o me *looking through pink glasses*!
worry,"mail came, still no inFAMOUS"
fun,So what do you do when you wake up? Morning by the way
love,I love to Read And i love Film making
hate,"Oh yeah, and a few will say she went too far, and it'll all end up putting her back on top, where she belongs."
surprise,Awe...man...i missed registration 4 #flashcamp
worry,everything okay?
love,Keeping Doing Your thing. Your inspiration for all black women!! Sending positive energy your way!
enthusiasm,I wana be there num 1 fan sharsies??!!!
sadness,"confused, angry, anxious and on top of everything LONELY"
sadness,SICK again
love,marko got in a fight outside the roseland tonight.. it was rather entertaining!
happiness,On my way home...then SLEEP! Seeing Amber Pacific tomorow with the besties
happiness,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it
surprise,and why is everyone having a nice weather but prague
sadness,that sucks man
sadness,"Yeah, Trimet says it's a 1hr trip, I get home at 6:30/6:45-ish, so we'd arrive just as everyone was leaving."
worry,we miss you
relief,Ratings Army Wives teary; Criminal Minds Yikes! Criminal Intent takes all sorts. real life news horrifying ok me for bed nite all
neutral,word......funeral....just had one 2day
love,Your Highness...........................crystalmarieDONTluvSpiteAnymore
worry,Happy Friday! I just realized I left my cell phone at home today though
worry,doesnt want exams next week
neutral,blind faith. Thats a crack-up
happiness,started a great mother's day season!
neutral,time to play
happiness,Yay! I can't wait to come in the bookstore and gets some new books
worry,What's wrong?
fun,Justin Timberlake is sooo funny!!
worry,has toothache
empty,my knee is killing me im off to bed!!
neutral,Who'd have thought Wallace &amp; Gromit and the team behind Monkey Island could have combined so disastrously?
happiness,"at the farm not enjoying cary ann, but loving the company!"
surprise,What's up yall! I made it an early night! I think ima bout to take a shower and chill witcha! Did I miss anything?
worry,traveling to L.a today to see grandpa in hospital..Yet another road block to cross fro my family
happiness,Poor you If I was with you right now; I would probably give you a hug ;D
love,"met a cute girl at mighty taco.I'm ordering(no cheese, no sour cream, etc)&amp; she's like&quot;it's ok, I'm Vegan too!&quot;(insert hot wink)too young"
worry,"dont undrstand malaysian busays.just english,tagalog at waray only"
worry,And I just left ana's. Graduation and u saw laura carlos's ex and she's still whack
neutral,- Bambi will eat you
worry,i hope you feel better
relief,Thanks man glad u liked it
love,From My Heart To Yours ?
neutral,So I'm not seeing you this Saturday?
neutral,Good Morning Twitts! Another GloOmy day in NYC!
happiness,About to go to sleep. Fun
relief,Allies not coming over
hate,Fkkk at the nurses coughing up my lungs
hate,"... rather than outdated &amp; bigoted at worst, and outdated, patronising, imperialist, monoculturalist &amp; self-righteous at best."
fun,"ISHRA!! haha, cassie ventura? ...not after her haircut! where were you yesterday during the beat music awards?"
neutral,"is wondering what actually to do, when I have a week to do fuk all bar pack, most peeps r leavin too"
neutral,finishing session handbooks - Just Health and Safety and Manageing Discipline and Grievance to add!!
surprise,goodness gracious my chair broke
sadness,"Aw, Kaelah I feel so bad for you. This sounds serious? Please get better soon. I admire you for still working hard and stuff."
neutral,"I can't believe how many people think it is great that I passed the quiz, &quot;how blond are you?&quot; on Facebook. I am very blond!"
happiness,Gonna give a guest lecture tomorrow PES Mandya on OpenGL
sadness,I wish yesterday was Friday
surprise,i help represent high profile actors for their tv/film/theatre careers so get free tix.. but not for Jersey Boys..
fun,"Im stuffed, Ive been eating junk all day!"
neutral,I'm fine thx. Had 3 days off and took advantage of them -&gt; tired. Waiting too see pics and read your blog.
neutral,"the old blue G4 is too slow to code on nowadays, I have a laptop I've borrowed from work ++ lets me lounge while I browse"
neutral,Youtube? outside the US can't see it
hate,I'm working on a painting due for school and hating myself for sleeping all damn day and starting this so late.
worry,Shen computer just broke Time to get the old IBM out...
neutral,Don't 4 get to call your moms tomorrow...mothers day
neutral,"Josh Excuse me, but, at what time is it going to begin?"
neutral,good afternoon.
surprise,headed into venue. bbl
sadness,"Now that I think about it, when I get to the States, they'll probably still be touring, so they won't be there Dammit!"
sadness,I'm feeling very alone at the moment Mh..I'm going to leave now.
love,Kyneton for breakfast this morning at Slow Living. Noice. Such a beautiful sunny autumn day Drove back to Melb via Daylesford
happiness,I AM OFFICIALLY CELEBRATING MY 400TH TWEET. Wow! I am so proud Its great.
hate,"No prob, skittles we always gonna have yall's backs. The true sweeties dont play.. LOL But yea we just got heated. We sry"
enthusiasm,Watched The Rescuers Down Under with Dru and ate Mickey d's. This is how Disney sequels *should* be done
happiness,thanks! and you being #80 just made my morning!
hate,Oh fml its probs gunna be at shepards bush i hate it there
worry,my monitor won't turn on. This can only be the work of my mother.
love,Justin is too funny on SNL... Ciara finna perform
worry,hand hurts
surprise,Somehow my alarm became an hour fast and I came to realize it as I was leaving the house.. It feels good having an early start
neutral,not to forget cinnamon!
happiness,"Watching videos on Facebook makes me feel like the biggest creep. Which I guess I am. Also, tweet #200! Woohoo!"
neutral,"Back from the pub, want more peroni"
sadness,Has been underpaid just when i really didn't need to be as well.
worry,Good Morning Twits! Let's makes today x100 better than the one before! Start runnin
neutral,Awww boo. Maybe i wont be sober during 3s team at evo. I need to snag someone to be my partner
worry,seriously getting hurt.... 4 days before nationals.. what a joke
sadness,im so upset u were at US weekly my uncle works there but he apparently didnt know how big of a fan i am!
neutral,I need to memorize julius caesar lines
neutral,"Plane tickets to UK and everywhere to Europe are BEYOND cheap (for June-Oct!!), but there's NO gig in the near future announced yet"
neutral,fingers crossed for you.
worry,"Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down"
boredom,Ugh... Waiting.... Interminable...
worry,"I'm sorry, Shannon."
love,"Now that Hugh Laurie has mentioned he follows on twitter, thousands of idiots think this is him. IDIOTS!"
happiness,Had a great day with the moms and sis really makes ya appreciate those days
fun,is excited!
worry,Internet 1 drawing 0 ....damn I'm backing up blackberry files which could take hours then to the drawing preps done
neutral,Oh cr*p ... Placebo tix and Tori Amos both go on sale at 9am. Anticipating hot cake distribution of both.
relief,Good Morning! - Court - Crossfit - Bible Study - Someone very special's house
happiness,Poor baby's got his first booboo that he caused himself LOL
worry,"woo! I was at whole earth tonight, maybe tomorrow some, let me know if you come back. Yay for wikipedia"
sadness,I'm too tired
happiness,had such a fun time with allegra tonite!!! we saw 17again!! good movie
happiness,haha. Hope U have a Great Laugh as Laughter is the Best Medicine
worry,Theres a spider above my bed calming my fears by listening to greeeeen day&lt;3
neutral,Follow he's cool
worry,Hate be late
neutral,I am soooo saying this phrase now &quot;Stop be so false&quot; thanks to some &quot;hater&quot;/yoda person! Goodnight and stop be so false!!
worry,"esther rhymes with: investor, tester, jester, pester, polyester, semester, sylvester, requester... just to name a few"
neutral,my school is like the only one thats NOT on vacation.
worry,I got a headache
sadness,heard you slutted it up! I'm totally jealz~ I missed it. Maybe next time!
neutral,I could get away with it. dare me? I'll go buy it tomorrow
sadness,At my rehearsal...gonna miss the game please keep me updated! Go Nuggets!
love,this picture made me cry lol
neutral,Is Google Maps not working for anyone else?
worry,"No burgers to be found. New (old) camera to play with though, so that's excellent."
love,HAPPY MOTHER`S DAY!
neutral,mum is driving me and the Eric out to jt for the night.
neutral,lol. I see what you did there.
sadness,"its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand... x"
worry,missing him so much. why does he have to work can't he just spend time with me and get paid for that lol
surprise,"i'm sorry! lol i have never had, like, actual time to spend there unfortunately. everything's always been INSANE when i go"
happiness,Finally making some headway in the family room! Home is finally begining to look like it! btw dial up can go die!
worry,"Good for you! I don't think I'll be joining later. I'm hyper as hell, though. WHEE!"
worry,-was just told by Dan to NOT say anything anymore... -now im super sad =(
neutral,hanging out with ambyr
love,working on short story...totally loving one of my secondary characters
relief,"STRESSED AS HELL (, but still surviving"
neutral,Everyone we have another hater
enthusiasm,"Happy robbie drank a good bit, as long as he doesn't wake up sick"
sadness,I'm sorry you won't make it.
worry,i do indeed have tonsillitis. the only good thing: ive been advised to eat lots of ice cream. [but no solid foods &amp; im bed ridden.]
sadness,i have the bigggest headache
surprise,Famous on Myspace?? You're a dillhole.
relief,I would vote for you Miley but I live in Ireland You'll be fine Good luck! Slï¿½n!(bye in irish ) Sorcha xxxx
love,I gave him your kiss. Being a flirt of course he liked them
